SchoolID,School,var,est,moe,type,description
3,Barrow,heartdis,3.732966685,[0.79295 - 6.67295],pct,Percentage with Heart Disease
4,Choice Zone-West,heartdis,3.577108792,[1.22512 - 5.92912],pct,Percentage with Heart Disease
5,Johnnie Lay Burks,heartdis,4.002922138,[0.47498 - 7.53098],pct,Percentage with Heart Disease
6,Cleveland Road,heartdis,2.632791325,[0.86879 - 4.39679],pct,Percentage with Heart Disease
7,Fowler Drive,heartdis,0.6605811,[-0.3194 - 1.64058],pct,Percentage with Heart Disease
8,Gaines,heartdis,5.070553667,[-0.4178 - 10.5588],pct,Percentage with Heart Disease
9,Howard B Stroud,heartdis,6.283870942,[0.79588 - 11.7718],pct,Percentage with Heart Disease
10,Judia Jackson Harris,heartdis,3.914391769,[0.38638 - 7.44238],pct,Percentage with Heart Disease
11,Choice Zone-East,heartdis,6.541251523,[1.05328 - 12.0298],pct,Percentage with Heart Disease
12,Oglethorpe,heartdis,3.90722169,[-0.0122 - 7.82722],pct,Percentage with Heart Disease
13,Timothy Rd.,heartdis,8.920592941,[3.43259 - 14.4085],pct,Percentage with Heart Disease
14,Whit Davis,heartdis,12.44529558,[4.99729 - 19.8932],pct,Percentage with Heart Disease
15,Whitehead Rd.,heartdis,1.810917167,[0.63491 - 2.98691],pct,Percentage with Heart Disease
16,Winterville,heartdis,6.885391624,[-2.3267 - 16.0977],pct,Percentage with Heart Disease
0,School Zone not specified by respondent,heartdis,8.43362208,[1.76964 - 15.0974],pct,Percentage with Heart Disease
1,Bettye Henderson Holston,mentaldis,8.884822234,[2.22084 - 15.5484],pct,Percentage with a Mental Disorder
2,Barnett Shoals,mentaldis,10.29998035,[4.81198 - 15.7879],pct,Percentage with a Mental Disorder
3,Barrow,mentaldis,8.684999982,[4.76492 - 12.6042],pct,Percentage with a Mental Disorder
4,Choice Zone-West,mentaldis,4.445982375,[1.89793 - 6.99393],pct,Percentage with a Mental Disorder
5,Johnnie Lay Burks,mentaldis,11.33316411,[6.23716 - 16.4296],pct,Percentage with a Mental Disorder
6,Cleveland Road,mentaldis,10.09964944,[0.49564 - 19.7036],pct,Percentage with a Mental Disorder
7,Fowler Drive,mentaldis,5.585126439,[-1.4708 - 12.6411],pct,Percentage with a Mental Disorder
8,Gaines,mentaldis,8.747425738,[2.86743 - 14.6273],pct,Percentage with a Mental Disorder
9,Howard B Stroud,mentaldis,9.444564967,[3.17258 - 15.7168],pct,Percentage with a Mental Disorder
10,Judia Jackson Harris,mentaldis,6.736457831,[0.85643 - 12.6163],pct,Percentage with a Mental Disorder
11,Choice Zone-East,mentaldis,10.88435437,[4.22034 - 17.5484],pct,Percentage with a Mental Disorder
12,Oglethorpe,mentaldis,12.09697264,[4.45299 - 19.7409],pct,Percentage with a Mental Disorder
13,Timothy Rd.,mentaldis,6.834368728,[2.52236 - 11.1463],pct,Percentage with a Mental Disorder
14,Whit Davis,mentaldis,12.01012806,[4.56212 - 19.4581],pct,Percentage with a Mental Disorder
15,Whitehead Rd.,mentaldis,3.721256137,[1.17325 - 6.26925],pct,Percentage with a Mental Disorder
16,Winterville,mentaldis,11.45850362,[-0.8893 - 23.8063],pct,Percentage with a Mental Disorder
0,School Zone not specified by respondent,mentaldis,15.52164324,[7.48561 - 23.5571],pct,Percentage with a Mental Disorder
1,Bettye Henderson Holston,chronpain,15.52948275,[6.70945 - 24.3495],pct,Percentage with Chronic Pain
2,Barnett Shoals,chronpain,12.51150607,[6.43550 - 18.5875],pct,Percentage with Chronic Pain
3,Barrow,chronpain,6.278012871,[2.94607 - 9.61007],pct,Percentage with Chronic Pain
4,Choice Zone-West,chronpain,6.362924476,[3.03097 - 9.69497],pct,Percentage with Chronic Pain
5,Johnnie Lay Burks,chronpain,9.814395524,[4.91435 - 14.7145],pct,Percentage with Chronic Pain
6,Cleveland Road,chronpain,11.75965976,[3.52765 - 19.9916],pct,Percentage with Chronic Pain
7,Fowler Drive,chronpain,10.93605588,[1.33205 - 20.5400],pct,Percentage with Chronic Pain
8,Gaines,chronpain,18.19096698,[9.17496 - 27.2066],pct,Percentage with Chronic Pain
9,Howard B Stroud,chronpain,13.63386137,[6.18588 - 21.0818],pct,Percentage with Chronic Pain
10,Judia Jackson Harris,chronpain,8.508512774,[2.62853 - 14.3883],pct,Percentage with Chronic Pain
11,Choice Zone-East,chronpain,14.47738009,[6.24532 - 22.7092],pct,Percentage with Chronic Pain
12,Oglethorpe,chronpain,9.935392439,[2.87936 - 16.9916],pct,Percentage with Chronic Pain
13,Timothy Rd.,chronpain,19.60814053,[12.5521 - 26.6641],pct,Percentage with Chronic Pain
14,Whit Davis,chronpain,18.4386626,[9.81466 - 27.0626],pct,Percentage with Chronic Pain
15,Whitehead Rd.,chronpain,12.15644179,[4.70844 - 19.6044],pct,Percentage with Chronic Pain
16,Winterville,chronpain,13.25970096,[0.71574 - 25.8034],pct,Percentage with Chronic Pain
0,School Zone not specified by respondent,chronpain,12.2228318,[6.53889 - 17.9069],pct,Percentage with Chronic Pain
1,Bettye Henderson Holston,opioid,2.800879168,[-1.1192 - 6.72082],pct,Percentage with Opioid Use Disorder
2,Barnett Shoals,opioid,0.103715083,[-0.0922 - 0.29971],pct,Percentage with Opioid Use Disorder
3,Barrow,opioid,0.54255043,[0.15052 - 0.93452],pct,Percentage with Opioid Use Disorder
4,Choice Zone-West,opioid,0.324582253,[-0.2633 - 0.91253],pct,Percentage with Opioid Use Disorder
5,Johnnie Lay Burks,opioid,1.260360138,[0.47634 - 2.04434],pct,Percentage with Opioid Use Disorder
6,Cleveland Road,opioid,3.217418908,[-1.4865 - 7.92141],pct,Percentage with Opioid Use Disorder
7,Fowler Drive,opioid,0,[0],pct,Percentage with Opioid Use Disorder
8,Gaines,opioid,0.23324304,[-0.1582 - 0.62522],pct,Percentage with Opioid Use Disorder
9,Howard B Stroud,opioid,0.899141919,[-0.0808 - 1.87918],pct,Percentage with Opioid Use Disorder
10,Judia Jackson Harris,opioid,0.782878354,[-0.7858 - 2.35088],pct,Percentage with Opioid Use Disorder
11,Choice Zone-East,opioid,2.889643691,[-1.0302 - 6.80962],pct,Percentage with Opioid Use Disorder
12,Oglethorpe,opioid,0.513531934,[-0.0743 - 1.10153],pct,Percentage with Opioid Use Disorder
13,Timothy Rd.,opioid,1.789328843,[-0.7586 - 4.33732],pct,Percentage with Opioid Use Disorder
14,Whit Davis,opioid,0.146793925,[-0.2452 - 0.53879],pct,Percentage with Opioid Use Disorder
15,Whitehead Rd.,opioid,0,[0],pct,Percentage with Opioid Use Disorder
16,Winterville,opioid,8.477197231,[-3.6742 - 20.6292],pct,Percentage with Opioid Use Disorder
0,School Zone not specified by respondent,opioid,0.354797652,[-0.0372 - 0.74672],pct,Percentage with Opioid Use Disorder
1,Bettye Henderson Holston,otherdrugdis,2.800879168,[-1.1192 - 6.72082],pct,Percentage with Other Drug Use Disorder
2,Barnett Shoals,otherdrugdis,0.103715083,[-0.0922 - 0.29971],pct,Percentage with Other Drug Use Disorder
3,Barrow,otherdrugdis,0.301203176,[-0.0902 - 0.69322],pct,Percentage with Other Drug Use Disorder
4,Choice Zone-West,otherdrugdis,0.324582253,[-0.2633 - 0.91253],pct,Percentage with Other Drug Use Disorder
5,Johnnie Lay Burks,otherdrugdis,2.535769512,[0.18372 - 4.88772],pct,Percentage with Other Drug Use Disorder
6,Cleveland Road,otherdrugdis,2.921249498,[-1.7827 - 7.62524],pct,Percentage with Other Drug Use Disorder
7,Fowler Drive,otherdrugdis,0.33029055,[-0.2577 - 0.91829],pct,Percentage with Other Drug Use Disorder
8,Gaines,otherdrugdis,0.029728754,[0.02970 - 0.02970],pct,Percentage with Other Drug Use Disorder
9,Howard B Stroud,otherdrugdis,0.713915474,[-0.2668 - 1.69398],pct,Percentage with Other Drug Use Disorder
10,Judia Jackson Harris,otherdrugdis,0,[0],pct,Percentage with Other Drug Use Disorder
11,Choice Zone-East,otherdrugdis,3.069625423,[-0.8502 - 6.98962],pct,Percentage with Other Drug Use Disorder
12,Oglethorpe,otherdrugdis,2.95829803,[-1.3532 - 7.27022],pct,Percentage with Other Drug Use Disorder
13,Timothy Rd.,otherdrugdis,1.213681033,[-0.9423 - 3.36968],pct,Percentage with Other Drug Use Disorder
14,Whit Davis,otherdrugdis,0.146793925,[-0.2452 - 0.53879],pct,Percentage with Other Drug Use Disorder
15,Whitehead Rd.,otherdrugdis,0,[0],pct,Percentage with Other Drug Use Disorder
16,Winterville,otherdrugdis,2.691583011,[-0.6407 - 6.02357],pct,Percentage with Other Drug Use Disorder
0,School Zone not specified by respondent,otherdrugdis,0.896643241,[0.11264 - 1.68064],pct,Percentage with Other Drug Use Disorder
1,Bettye Henderson Holston,summerprogram,30.616183,[14.9368 - 46.2968],pct,Percentage of Households with Children that Participated in a Summer Program last summer
2,Barnett Shoals,summerprogram,41.789201,[27.0892 - 56.4892],pct,Percentage of Households with Children that Participated in a Summer Program last summer
3,Barrow,summerprogram,50.9278,[39.1676 - 62.6876],pct,Percentage of Households with Children that Participated in a Summer Program last summer
4,Choice Zone-West,summerprogram,28.967419,[17.2076 - 40.7276],pct,Percentage of Households with Children that Participated in a Summer Program last summer
5,Johnnie Lay Burks,summerprogram,66.044204,[55.2645 - 76.8245],pct,Percentage of Households with Children that Participated in a Summer Program last summer
6,Cleveland Road,summerprogram,20.316855,[6.00885 - 34.6248],pct,Percentage of Households with Children that Participated in a Summer Program last summer
7,Fowler Drive,summerprogram,9.24329,[3.95129 - 14.5352],pct,Percentage of Households with Children that Participated in a Summer Program last summer
8,Gaines,summerprogram,11.430253,[4.96223 - 17.8983],pct,Percentage of Households with Children that Participated in a Summer Program last summer
9,Howard B Stroud,summerprogram,17.8555,[6.87958 - 28.8318],pct,Percentage of Households with Children that Participated in a Summer Program last summer
10,Judia Jackson Harris,summerprogram,46.30041,[22.9769 - 69.6249],pct,Percentage of Households with Children that Participated in a Summer Program last summer
11,Choice Zone-East,summerprogram,26.801571,[15.0416 - 38.5616],pct,Percentage of Households with Children that Participated in a Summer Program last summer
12,Oglethorpe,summerprogram,39.042113,[24.5384 - 53.5464],pct,Percentage of Households with Children that Participated in a Summer Program last summer
13,Timothy Rd.,summerprogram,62.192599,[51.4125 - 72.9725],pct,Percentage of Households with Children that Participated in a Summer Program last summer
14,Whit Davis,summerprogram,58.650822,[44.7348 - 72.5668],pct,Percentage of Households with Children that Participated in a Summer Program last summer
15,Whitehead Rd.,summerprogram,51.764503,[38.2405 - 65.2885],pct,Percentage of Households with Children that Participated in a Summer Program last summer
16,Winterville,summerprogram,29.8435,[7.49954 - 52.1874],pct,Percentage of Households with Children that Participated in a Summer Program last summer
0,School Zone not specified by respondent,summerprogram,36.077741,[22.5539 - 49.6019],pct,Percentage of Households with Children that Participated in a Summer Program last summer
1,Bettye Henderson Holston,mentalaccess,24.39548885,[12.2432 - 36.5472],pct,Percentage that needed mental health care and were not able to get it
2,Barnett Shoals,mentalaccess,29.96838867,[21.3443 - 38.5923],pct,Percentage that needed mental health care and were not able to get it
3,Barrow,mentalaccess,24.14627382,[17.6783 - 30.6143],pct,Percentage that needed mental health care and were not able to get it
4,Choice Zone-West,mentalaccess,16.30854252,[7.29256 - 25.3246],pct,Percentage that needed mental health care and were not able to get it
5,Johnnie Lay Burks,mentalaccess,22.89154501,[15.8356 - 29.9476],pct,Percentage that needed mental health care and were not able to get it
6,Cleveland Road,mentalaccess,21.88979541,[8.95379 - 34.8257],pct,Percentage that needed mental health care and were not able to get it
7,Fowler Drive,mentalaccess,15.05341573,[4.27341 - 25.8334],pct,Percentage that needed mental health care and were not able to get it
8,Gaines,mentalaccess,18.90400502,[9.88806 - 27.9206],pct,Percentage that needed mental health care and were not able to get it
9,Howard B Stroud,mentalaccess,24.55821724,[14.3668 - 34.7508],pct,Percentage that needed mental health care and were not able to get it
10,Judia Jackson Harris,mentalaccess,24.31579342,[7.06778 - 41.5638],pct,Percentage that needed mental health care and were not able to get it
11,Choice Zone-East,mentalaccess,20.94514574,[11.5378 - 30.3538],pct,Percentage that needed mental health care and were not able to get it
12,Oglethorpe,mentalaccess,23.57839686,[13.5821 - 33.5741],pct,Percentage that needed mental health care and were not able to get it
13,Timothy Rd.,mentalaccess,24.13243984,[16.6844 - 31.5804],pct,Percentage that needed mental health care and were not able to get it
14,Whit Davis,mentalaccess,13.84067003,[6.58867 - 21.0926],pct,Percentage that needed mental health care and were not able to get it
15,Whitehead Rd.,mentalaccess,19.90891954,[11.0889 - 28.7289],pct,Percentage that needed mental health care and were not able to get it
16,Winterville,mentalaccess,4.266017545,[0.15001 - 8.38201],pct,Percentage that needed mental health care and were not able to get it
0,School Zone not specified by respondent,mentalaccess,22.88601412,[13.0865 - 32.6865],pct,Percentage that needed mental health care and were not able to get it
1,Bettye Henderson Holston,dentalaccess,37.63398504,[24.5017 - 50.7657],pct,Percentage that needed dental care and did not get it
2,Barnett Shoals,dentalaccess,27.44034462,[19.2083 - 35.6723],pct,Percentage that needed dental care and did not get it
3,Barrow,dentalaccess,16.14763653,[10.8557 - 21.4397],pct,Percentage that needed dental care and did not get it
4,Choice Zone-West,dentalaccess,28.37704429,[17.4016 - 39.3536],pct,Percentage that needed dental care and did not get it
5,Johnnie Lay Burks,dentalaccess,19.79804267,[13.3303 - 26.2663],pct,Percentage that needed dental care and did not get it
6,Cleveland Road,dentalaccess,37.8453959,[22.3613 - 53.3293],pct,Percentage that needed dental care and did not get it
7,Fowler Drive,dentalaccess,26.92905101,[13.6010 - 40.2570],pct,Percentage that needed dental care and did not get it
8,Gaines,dentalaccess,22.69809859,[13.8785 - 31.5185],pct,Percentage that needed dental care and did not get it
9,Howard B Stroud,dentalaccess,40.54665129,[28.5908 - 52.5028],pct,Percentage that needed dental care and did not get it
10,Judia Jackson Harris,dentalaccess,25.90085725,[8.45689 - 43.3449],pct,Percentage that needed dental care and did not get it
11,Choice Zone-East,dentalaccess,31.03551898,[20.0596 - 42.0116],pct,Percentage that needed dental care and did not get it
12,Oglethorpe,dentalaccess,35.06701496,[23.6998 - 46.4358],pct,Percentage that needed dental care and did not get it
13,Timothy Rd.,dentalaccess,25.57678779,[18.1287 - 33.0247],pct,Percentage that needed dental care and did not get it
14,Whit Davis,dentalaccess,19.02789358,[10.9918 - 27.0638],pct,Percentage that needed dental care and did not get it
15,Whitehead Rd.,dentalaccess,28.15259263,[18.1565 - 38.1485],pct,Percentage that needed dental care and did not get it
16,Winterville,dentalaccess,28.26488446,[10.2322 - 46.2962],pct,Percentage that needed dental care and did not get it
0,School Zone not specified by respondent,dentalaccess,28.54229024,[19.3307 - 37.7547],pct,Percentage that needed dental care and did not get it
1,Bettye Henderson Holston,sudaccess,2.410889098,[-1.9012 - 6.72282],pct,Percentage that needed substance abuse care and did not get it
2,Barnett Shoals,sudaccess,1.847993491,[-0.5040 - 4.19999],pct,Percentage that needed substance abuse care and did not get it
3,Barrow,sudaccess,2.993625185,[0.44563 - 5.54163],pct,Percentage that needed substance abuse care and did not get it
4,Choice Zone-West,sudaccess,5.136925114,[-3.0952 - 13.3682],pct,Percentage that needed substance abuse care and did not get it
5,Johnnie Lay Burks,sudaccess,3.058670264,[0.51063 - 5.60663],pct,Percentage that needed substance abuse care and did not get it
6,Cleveland Road,sudaccess,1.120770832,[-0.0552 - 2.29677],pct,Percentage that needed substance abuse care and did not get it
7,Fowler Drive,sudaccess,0.367451266,[-0.4165 - 1.15145],pct,Percentage that needed substance abuse care and did not get it
8,Gaines,sudaccess,0.61879378,[-0.3615 - 1.59875],pct,Percentage that needed substance abuse care and did not get it
9,Howard B Stroud,sudaccess,5.874888867,[-0.2018 - 11.9508],pct,Percentage that needed substance abuse care and did not get it
10,Judia Jackson Harris,sudaccess,1.696849063,[-0.6552 - 4.04882],pct,Percentage that needed substance abuse care and did not get it
11,Choice Zone-East,sudaccess,2.361561551,[-1.7541 - 6.47751],pct,Percentage that needed substance abuse care and did not get it
12,Oglethorpe,sudaccess,4.600799267,[-0.2995 - 9.50075],pct,Percentage that needed substance abuse care and did not get it
13,Timothy Rd.,sudaccess,1.498194365,[-0.6578 - 3.65419],pct,Percentage that needed substance abuse care and did not get it
14,Whit Davis,sudaccess,0.246241196,[-0.3417 - 0.83424],pct,Percentage that needed substance abuse care and did not get it
15,Whitehead Rd.,sudaccess,2.828051225,[-1.0919 - 6.74805],pct,Percentage that needed substance abuse care and did not get it
16,Winterville,sudaccess,6.386515116,[-3.6091 - 16.3821],pct,Percentage that needed substance abuse care and did not get it
0,School Zone not specified by respondent,sudaccess,4.210934233,[-0.1012 - 8.52292],pct,Percentage that needed substance abuse care and did not get it
1,Bettye Henderson Holston,smoke,22.24453489,[12.0522 - 32.4362],pct,Percentage of households that use tobacco products
2,Barnett Shoals,smoke,15.95924504,[9.49124 - 22.4272],pct,Percentage of households that use tobacco products
3,Barrow,smoke,16.95321121,[11.4658 - 22.4418],pct,Percentage of households that use tobacco products
4,Choice Zone-West,smoke,12.02118479,[6.72917 - 17.3137],pct,Percentage of households that use tobacco products
5,Johnnie Lay Burks,smoke,16.6417551,[10.7613 - 22.5213],pct,Percentage of households that use tobacco products
6,Cleveland Road,smoke,16.15247084,[5.37247 - 26.9324],pct,Percentage of households that use tobacco products
7,Fowler Drive,smoke,23.02152296,[10.2815 - 35.7615],pct,Percentage of households that use tobacco products
8,Gaines,smoke,24.07553718,[13.4914 - 34.6594],pct,Percentage of households that use tobacco products
9,Howard B Stroud,smoke,34.82303055,[23.4558 - 46.1918],pct,Percentage of households that use tobacco products
10,Judia Jackson Harris,smoke,14.16443081,[5.73643 - 22.5923],pct,Percentage of households that use tobacco products
11,Choice Zone-East,smoke,18.07822953,[9.45424 - 26.7024],pct,Percentage of households that use tobacco products
12,Oglethorpe,smoke,23.70325829,[13.9035 - 33.5035],pct,Percentage of households that use tobacco products
13,Timothy Rd.,smoke,15.02266821,[8.94666 - 21.0986],pct,Percentage of households that use tobacco products
14,Whit Davis,smoke,10.10439362,[4.02839 - 16.1803],pct,Percentage of households that use tobacco products
15,Whitehead Rd.,smoke,11.13556685,[5.25556 - 17.0155],pct,Percentage of households that use tobacco products
16,Winterville,smoke,27.71314292,[8.70117 - 46.7257],pct,Percentage of households that use tobacco products
0,School Zone not specified by respondent,smoke,28.31989114,[18.7159 - 37.9239],pct,Percentage of households that use tobacco products
1,Bettye Henderson Holston,hunger,21.49314163,[10.5176 - 32.4696],pct,Percentage that did not have access to food some time in the last 12 months
2,Barnett Shoals,hunger,11.93162156,[5.85562 - 18.0076],pct,Percentage that did not have access to food some time in the last 12 months
3,Barrow,hunger,11.36528497,[6.66124 - 16.0694],pct,Percentage that did not have access to food some time in the last 12 months
4,Choice Zone-West,hunger,15.06572698,[5.06971 - 25.0611],pct,Percentage that did not have access to food some time in the last 12 months
5,Johnnie Lay Burks,hunger,4.068199953,[1.91211 - 6.22411],pct,Percentage that did not have access to food some time in the last 12 months
6,Cleveland Road,hunger,5.253031803,[-0.4309 - 10.9370],pct,Percentage that did not have access to food some time in the last 12 months
7,Fowler Drive,hunger,5.688609504,[2.16060 - 9.21660],pct,Percentage that did not have access to food some time in the last 12 months
8,Gaines,hunger,23.38277132,[12.9943 - 33.7703],pct,Percentage that did not have access to food some time in the last 12 months
9,Howard B Stroud,hunger,22.54195774,[12.5458 - 32.5378],pct,Percentage that did not have access to food some time in the last 12 months
10,Judia Jackson Harris,hunger,9.799841575,[2.93985 - 16.6595],pct,Percentage that did not have access to food some time in the last 12 months
11,Choice Zone-East,hunger,16.68422767,[7.66826 - 25.7006],pct,Percentage that did not have access to food some time in the last 12 months
12,Oglethorpe,hunger,12.32794722,[3.70394 - 20.9514],pct,Percentage that did not have access to food some time in the last 12 months
13,Timothy Rd.,hunger,9.952958232,[4.66095 - 15.2449],pct,Percentage that did not have access to food some time in the last 12 months
14,Whit Davis,hunger,11.48937755,[4.43337 - 18.5453],pct,Percentage that did not have access to food some time in the last 12 months
15,Whitehead Rd.,hunger,8.39855124,[2.51855 - 14.2785],pct,Percentage that did not have access to food some time in the last 12 months
16,Winterville,hunger,19.01095387,[1.37099 - 36.6509],pct,Percentage that did not have access to food some time in the last 12 months
0,School Zone not specified by respondent,hunger,19.83842905,[10.8226 - 28.8546],pct,Percentage that did not have access to food some time in the last 12 months
1,Bettye Henderson Holston,death,60.51400604,[47.5786 - 73.4506],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
2,Barnett Shoals,death,37.18999545,[27.9779 - 46.4019],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
3,Barrow,death,46.28831663,[38.8408 - 53.7368],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
4,Choice Zone-West,death,58.17937129,[44.8518 - 71.5078],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
5,Johnnie Lay Burks,death,37.43927964,[29.0113 - 45.8673],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
6,Cleveland Road,death,36.51023681,[22.5942 - 50.4262],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
7,Fowler Drive,death,47.77859278,[32.2945 - 63.2625],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
8,Gaines,death,49.11162188,[36.7633 - 61.4593],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
9,Howard B Stroud,death,63.59260964,[52.0288 - 75.1568],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
10,Judia Jackson Harris,death,44.71503491,[25.5078 - 63.9238],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
11,Choice Zone-East,death,50.93744874,[38.9811 - 62.8931],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
12,Oglethorpe,death,42.01312387,[30.4499 - 53.5779],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
13,Timothy Rd.,death,50.55334598,[41.9293 - 59.1773],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
14,Whit Davis,death,59.92030148,[49.1403 - 70.7003],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
15,Whitehead Rd.,death,45.23442524,[34.2584 - 56.2104],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
16,Winterville,death,40.74709108,[19.7757 - 61.7197],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
0,School Zone not specified by respondent,death,50.55215439,[39.9684 - 61.1364],pct,Percentage that experience the death of a family or close friend in 2020 or 2021
1,Bettye Henderson Holston,coviddeath,39.6391356,[22.7836 - 56.4956],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
2,Barnett Shoals,coviddeath,48.77356502,[33.2895 - 64.2575],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
3,Barrow,coviddeath,39.12744777,[28.7393 - 49.5153],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
4,Choice Zone-West,coviddeath,40.73120693,[24.6592 - 56.8032],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
5,Johnnie Lay Burks,coviddeath,26.13960673,[15.7513 - 36.5273],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
6,Cleveland Road,coviddeath,58.63742561,[37.6654 - 79.6094],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
7,Fowler Drive,coviddeath,35.73858918,[17.3145 - 54.1625],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
8,Gaines,coviddeath,29.09467527,[14.0027 - 44.1867],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
9,Howard B Stroud,coviddeath,43.30528586,[28.0178 - 58.5938],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
10,Judia Jackson Harris,coviddeath,31.08499281,[11.48410 - 50.68410],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
11,Choice Zone-East,coviddeath,46.31433469,[29.4586 - 63.1706],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
12,Oglethorpe,coviddeath,31.822884,[15.7502 - 47.8942],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
13,Timothy Rd.,coviddeath,39.08444827,[27.3244 - 50.8444],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
14,Whit Davis,coviddeath,39.15934358,[25.2433 - 53.0753],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
15,Whitehead Rd.,coviddeath,43.22223675,[27.7382 - 58.7062],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
16,Winterville,coviddeath,33.44347115,[3.84741 - 63.0391],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
0,School Zone not specified by respondent,coviddeath,46.54974096,[32.0454 - 61.0534],pct,Percentage that experience the death of a family or close friend in 2020 or 2021 due to COVID-19
1,Bettye Henderson Holston,prescription_use,7.610917156,[1.33892 - 13.8822],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
2,Barnett Shoals,prescription_use,6.62983581,[2.31783 - 10.9418],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
3,Barrow,prescription_use,8.573882907,[4.84989 - 12.2979],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
4,Choice Zone-West,prescription_use,19.57923264,[5.85927 - 33.2997],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
5,Johnnie Lay Burks,prescription_use,16.91159965,[10.6392 - 23.1832],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
6,Cleveland Road,prescription_use,2.188742706,[0.42474 - 3.95274],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
7,Fowler Drive,prescription_use,12.4182262,[1.63822 - 23.1982],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
8,Gaines,prescription_use,10.07337761,[3.01736 - 17.1296],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
9,Howard B Stroud,prescription_use,13.25819185,[5.22218 - 21.2948],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
10,Judia Jackson Harris,prescription_use,5.827186484,[0.73116 - 10.9236],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
11,Choice Zone-East,prescription_use,9.693737612,[3.02974 - 16.3574],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
12,Oglethorpe,prescription_use,9.108166066,[3.81617 - 14.4007],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
13,Timothy Rd.,prescription_use,12.63612464,[7.14812 - 18.1241],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
14,Whit Davis,prescription_use,5.570146846,[0.86614 - 10.2741],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
15,Whitehead Rd.,prescription_use,7.630117907,[2.33811 - 12.9221],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
16,Winterville,prescription_use,9.805245138,[-3.3267 - 22.9377],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
0,School Zone not specified by respondent,prescription_use,12.52422141,[5.86024 - 19.1884],pct,Percentage that has ever used a prescription drug in a way not directed by a doctor
1,Bettye Henderson Holston,homeprob_wire,2.610968583,[-1.1139 - 6.33499],pct,Percentage living in a home with exposed wiring
2,Barnett Shoals,homeprob_wire,0.207430166,[-0.1845 - 0.59943],pct,Percentage living in a home with exposed wiring
3,Barrow,homeprob_wire,3.059788655,[0.51173 - 5.60773],pct,Percentage living in a home with exposed wiring
4,Choice Zone-West,homeprob_wire,4.78848336,[-2.0715 - 11.6485],pct,Percentage living in a home with exposed wiring
5,Johnnie Lay Burks,homeprob_wire,0.968998416,[0.38093 - 1.55693],pct,Percentage living in a home with exposed wiring
6,Cleveland Road,homeprob_wire,0.333803131,[-0.2541 - 0.92180],pct,Percentage living in a home with exposed wiring
